label,mf_thresh,ef_thresh,mf_extra_pct,ef_extra_pct,cfd_entry_thresh,total_injected_usd,total_gold_deployed,final_oz,avg_cost_usd,last_price,gold_value_usd,dca_cash_usd,cfd_capital_usd,total_assets_usd,total_return_usd,return_pct,n_buys,n_weekly_buys,n_mod_fear_buys,n_ext_fear_buys,n_sells,total_sell_proceeds,cfd_n_trades,cfd_n_tp,cfd_n_sl,cfd_win_rate_pct,cfd_pnl_usd
mf40_ef15_mp1.50_ep17.5_cfd40,40,15,1.5,17.5,40,13000.0,11427.86,3.0106,2267.11,4319.19,13003.39,5364.34,1000.0,19367.72,6367.72,48.98,314,212,91,11,41,4792.19,0,0,0,,0.0
mf40_ef15_mp1.50_ep17.5_cfd30,40,15,1.5,17.5,30,13000.0,11427.86,3.0106,2267.11,4319.19,13003.39,5364.34,1000.0,19367.72,6367.72,48.98,314,212,91,11,41,4792.19,0,0,0,,0.0
mf40_ef15_mp1.50_ep17.5_cfd35,40,15,1.5,17.5,35,13000.0,11427.86,3.0106,2267.11,4319.19,13003.39,5364.34,1000.0,19367.72,6367.72,48.98,314,212,91,11,41,4792.19,0,0,0,,0.0
mf40_ef15_mp1.50_ep17.5_cfd25,40,15,1.5,17.5,25,13000.0,11427.86,3.0106,2267.11,4319.19,13003.39,5364.34,1000.0,19367.72,6367.72,48.98,314,212,91,11,41,4792.19,0,0,0,,0.0
mf35_ef15_mp1.25_ep20.0_cfd20,35,15,1.25,20.0,20,13000.0,10964.38,2.8981,2269.11,4319.19,12517.43,5619.76,1208.6,19345.8,6345.8,48.81,314,226,77,11,41,4584.14,8,2,6,25.0,208.6
mf40_ef15_mp1.00_ep20.0_cfd20,40,15,1.0,20.0,20,13000.0,10944.21,2.8735,2259.47,4319.19,12411.18,5709.85,1208.6,19329.64,6329.64,48.69,314,212,91,11,41,4654.06,8,2,6,25.0,208.6
mf40_ef15_mp1.25_ep15.0_cfd20,40,15,1.25,15.0,20,13000.0,10774.61,2.8453,2248.92,4319.19,12289.3,5825.97,1208.6,19323.88,6323.88,48.65,314,212,91,11,41,4600.58,8,2,6,25.0,208.6
mf35_ef15_mp1.50_ep15.0_cfd20,35,15,1.5,15.0,20,13000.0,10734.38,2.8578,2257.88,4319.19,12343.45,5769.36,1208.6,19321.41,6321.41,48.63,314,226,77,11,41,4503.73,8,2,6,25.0,208.6
mf35_ef15_mp2.00_ep12.5_cfd40,35,15,2.0,12.5,40,13000.0,11101.78,2.9714,2266.29,4319.19,12834.15,5478.98,1000.0,19313.12,6313.12,48.56,314,226,77,11,41,4580.76,0,0,0,,0.0
mf35_ef15_mp2.00_ep12.5_cfd35,35,15,2.0,12.5,35,13000.0,11101.78,2.9714,2266.29,4319.19,12834.15,5478.98,1000.0,19313.12,6313.12,48.56,314,226,77,11,41,4580.76,0,0,0,,0.0
mf35_ef15_mp2.00_ep12.5_cfd25,35,15,2.0,12.5,25,13000.0,11101.78,2.9714,2266.29,4319.19,12834.15,5478.98,1000.0,19313.12,6313.12,48.56,314,226,77,11,41,4580.76,0,0,0,,0.0
mf35_ef15_mp2.00_ep12.5_cfd30,35,15,2.0,12.5,30,13000.0,11101.78,2.9714,2266.29,4319.19,12834.15,5478.98,1000.0,19313.12,6313.12,48.56,314,226,77,11,41,4580.76,0,0,0,,0.0
mf45_ef15_mp1.25_ep15.0_cfd40,45,15,1.25,15.0,40,13000.0,11227.27,2.9699,2261.28,4319.19,12827.74,5467.57,1000.0,19295.31,6295.31,48.43,314,198,105,11,41,4694.84,0,0,0,,0.0
mf45_ef15_mp1.25_ep15.0_cfd35,45,15,1.25,15.0,35,13000.0,11227.27,2.9699,2261.28,4319.19,12827.74,5467.57,1000.0,19295.31,6295.31,48.43,314,198,105,11,41,4694.84,0,0,0,,0.0
mf45_ef15_mp1.25_ep15.0_cfd25,45,15,1.25,15.0,25,13000.0,11227.27,2.9699,2261.28,4319.19,12827.74,5467.57,1000.0,19295.31,6295.31,48.43,314,198,105,11,41,4694.84,0,0,0,,0.0
mf45_ef15_mp1.25_ep15.0_cfd30,45,15,1.25,15.0,30,13000.0,11227.27,2.9699,2261.28,4319.19,12827.74,5467.57,1000.0,19295.31,6295.31,48.43,314,198,105,11,41,4694.84,0,0,0,,0.0
mf45_ef15_mp1.50_ep10.0_cfd25,45,15,1.5,10.0,25,13000.0,11133.0,2.9628,2257.84,4319.19,12796.72,5497.75,1000.0,19294.46,6294.46,48.42,314,198,105,11,41,4630.75,0,0,0,,0.0
mf45_ef15_mp1.50_ep10.0_cfd30,45,15,1.5,10.0,30,13000.0,11133.0,2.9628,2257.84,4319.19,12796.72,5497.75,1000.0,19294.46,6294.46,48.42,314,198,105,11,41,4630.75,0,0,0,,0.0
mf45_ef15_mp1.50_ep10.0_cfd40,45,15,1.5,10.0,40,13000.0,11133.0,2.9628,2257.84,4319.19,12796.72,5497.75,1000.0,19294.46,6294.46,48.42,314,198,105,11,41,4630.75,0,0,0,,0.0
mf45_ef15_mp1.50_ep10.0_cfd35,45,15,1.5,10.0,35,13000.0,11133.0,2.9628,2257.84,4319.19,12796.72,5497.75,1000.0,19294.46,6294.46,48.42,314,198,105,11,41,4630.75,0,0,0,,0.0
mf40_ef15_mp1.50_ep15.0_cfd35,40,15,1.5,15.0,35,13000.0,11169.11,2.9502,2257.88,4319.19,12742.5,5547.81,1000.0,19290.32,6290.32,48.39,314,212,91,11,41,4716.93,0,0,0,,0.0
mf40_ef15_mp1.50_ep15.0_cfd30,40,15,1.5,15.0,30,13000.0,11169.11,2.9502,2257.88,4319.19,12742.5,5547.81,1000.0,19290.32,6290.32,48.39,314,212,91,11,41,4716.93,0,0,0,,0.0
mf40_ef15_mp1.50_ep15.0_cfd40,40,15,1.5,15.0,40,13000.0,11169.11,2.9502,2257.88,4319.19,12742.5,5547.81,1000.0,19290.32,6290.32,48.39,314,212,91,11,41,4716.93,0,0,0,,0.0
mf40_ef15_mp1.50_ep15.0_cfd25,40,15,1.5,15.0,25,13000.0,11169.11,2.9502,2257.88,4319.19,12742.5,5547.81,1000.0,19290.32,6290.32,48.39,314,212,91,11,41,4716.93,0,0,0,,0.0
mf45_ef15_mp1.00_ep15.0_cfd20,45,15,1.0,15.0,20,13000.0,10737.76,2.8388,2250.47,4319.19,12261.44,5816.94,1208.6,19286.98,6286.98,48.36,314,198,105,11,41,4554.7,8,2,6,25.0,208.6
mf40_ef15_mp1.50_ep10.0_cfd20,40,15,1.5,10.0,20,13000.0,10577.66,2.8101,2242.36,4319.19,12137.29,5935.35,1208.6,19281.25,6281.25,48.32,314,212,91,11,41,4513.01,8,2,6,25.0,208.6
mf40_ef15_mp1.25_ep20.0_cfd35,40,15,1.25,20.0,35,13000.0,11315.48,2.9723,2268.77,4319.19,12838.05,5441.04,1000.0,19279.09,6279.09,48.3,314,212,91,11,41,4756.52,0,0,0,,0.0
mf40_ef15_mp1.25_ep20.0_cfd40,40,15,1.25,20.0,40,13000.0,11315.48,2.9723,2268.77,4319.19,12838.05,5441.04,1000.0,19279.09,6279.09,48.3,314,212,91,11,41,4756.52,0,0,0,,0.0
mf40_ef15_mp1.25_ep20.0_cfd30,40,15,1.25,20.0,30,13000.0,11315.48,2.9723,2268.77,4319.19,12838.05,5441.04,1000.0,19279.09,6279.09,48.3,314,212,91,11,41,4756.52,0,0,0,,0.0
mf40_ef15_mp1.25_ep20.0_cfd25,40,15,1.25,20.0,25,13000.0,11315.48,2.9723,2268.77,4319.19,12838.05,5441.04,1000.0,19279.09,6279.09,48.3,314,212,91,11,41,4756.52,0,0,0,,0.0
mf45_ef15_mp0.75_ep20.0_cfd20,45,15,0.75,20.0,20,13000.0,10832.55,2.8464,2257.15,4319.19,12294.07,5770.25,1208.6,19272.92,6272.92,48.25,314,198,105,11,41,4602.8,8,2,6,25.0,208.6
mf35_ef15_mp1.25_ep17.5_cfd20,35,15,1.25,17.5,20,13000.0,10692.69,2.8344,2258.22,4319.19,12242.34,5816.91,1208.6,19267.85,6267.85,48.21,314,226,77,11,41,4509.6,8,2,6,25.0,208.6
mf35_ef15_mp1.50_ep20.0_cfd30,35,15,1.5,20.0,30,13000.0,11261.51,2.9808,2278.2,4319.19,12874.79,5389.75,1000.0,19264.54,6264.54,48.19,314,226,77,11,41,4651.26,0,0,0,,0.0
mf35_ef15_mp1.50_ep20.0_cfd40,35,15,1.5,20.0,40,13000.0,11261.51,2.9808,2278.2,4319.19,12874.79,5389.75,1000.0,19264.54,6264.54,48.19,314,226,77,11,41,4651.26,0,0,0,,0.0
mf35_ef15_mp1.50_ep20.0_cfd35,35,15,1.5,20.0,35,13000.0,11261.51,2.9808,2278.2,4319.19,12874.79,5389.75,1000.0,19264.54,6264.54,48.19,314,226,77,11,41,4651.26,0,0,0,,0.0
mf35_ef15_mp1.50_ep20.0_cfd25,35,15,1.5,20.0,25,13000.0,11261.51,2.9808,2278.2,4319.19,12874.79,5389.75,1000.0,19264.54,6264.54,48.19,314,226,77,11,41,4651.26,0,0,0,,0.0
mf45_ef15_mp1.00_ep20.0_cfd40,45,15,1.0,20.0,40,13000.0,11299.19,2.9715,2268.72,4319.19,12834.39,5428.23,1000.0,19262.61,6262.61,48.17,314,198,105,11,41,4727.41,0,0,0,,0.0
mf45_ef15_mp1.00_ep20.0_cfd35,45,15,1.0,20.0,35,13000.0,11299.19,2.9715,2268.72,4319.19,12834.39,5428.23,1000.0,19262.61,6262.61,48.17,314,198,105,11,41,4727.41,0,0,0,,0.0
mf45_ef15_mp1.00_ep20.0_cfd25,45,15,1.0,20.0,25,13000.0,11299.19,2.9715,2268.72,4319.19,12834.39,5428.23,1000.0,19262.61,6262.61,48.17,314,198,105,11,41,4727.41,0,0,0,,0.0
mf45_ef15_mp1.00_ep20.0_cfd30,45,15,1.0,20.0,30,13000.0,11299.19,2.9715,2268.72,4319.19,12834.39,5428.23,1000.0,19262.61,6262.61,48.17,314,198,105,11,41,4727.41,0,0,0,,0.0
mf45_ef15_mp1.25_ep10.0_cfd20,45,15,1.25,10.0,20,13000.0,10613.97,2.8237,2248.51,4319.19,12196.08,5855.44,1208.6,19260.12,6260.12,48.15,314,198,105,11,41,4469.41,8,2,6,25.0,208.6
mf40_ef15_mp1.00_ep17.5_cfd20,40,15,1.0,17.5,20,13000.0,10662.98,2.8071,2248.69,4319.19,12124.48,5911.36,1208.6,19244.45,6244.45,48.03,314,212,91,11,41,4574.34,8,2,6,25.0,208.6
mf35_ef15_mp2.00_ep10.0_cfd35,35,15,2.0,10.0,35,13000.0,10822.57,2.9063,2258.52,4319.19,12552.69,5663.69,1000.0,19216.38,6216.38,47.82,314,226,77,11,41,4486.27,0,0,0,,0.0
mf35_ef15_mp2.00_ep10.0_cfd40,35,15,2.0,10.0,40,13000.0,10822.57,2.9063,2258.52,4319.19,12552.69,5663.69,1000.0,19216.38,6216.38,47.82,314,226,77,11,41,4486.27,0,0,0,,0.0
mf35_ef15_mp2.00_ep10.0_cfd30,35,15,2.0,10.0,30,13000.0,10822.57,2.9063,2258.52,4319.19,12552.69,5663.69,1000.0,19216.38,6216.38,47.82,314,226,77,11,41,4486.27,0,0,0,,0.0
mf35_ef15_mp2.00_ep10.0_cfd25,35,15,2.0,10.0,25,13000.0,10822.57,2.9063,2258.52,4319.19,12552.69,5663.69,1000.0,19216.38,6216.38,47.82,314,226,77,11,41,4486.27,0,0,0,,0.0
mf35_ef15_mp1.50_ep12.5_cfd20,35,15,1.5,12.5,20,13000.0,10435.34,2.7871,2249.05,4319.19,12037.88,5969.23,1208.6,19215.72,6215.72,47.81,314,226,77,11,41,4404.57,8,2,6,25.0,208.6
mf35_ef15_mp1.00_ep20.0_cfd20,35,15,1.0,20.0,20,13000.0,10652.82,2.8115,2259.15,4319.19,12143.29,5860.36,1208.6,19212.25,6212.25,47.79,314,226,77,11,41,4513.18,8,2,6,25.0,208.6
mf40_ef15_mp1.25_ep12.5_cfd20,40,15,1.25,12.5,20,13000.0,10466.44,2.7718,2240.48,4319.19,11971.93,6029.05,1208.6,19209.58,6209.58,47.77,314,212,91,11,41,4495.48,8,2,6,25.0,208.6
mf40_ef15_mp1.25_ep17.5_cfd25,40,15,1.25,17.5,25,13000.0,11055.9,2.9117,2258.44,4319.19,12575.98,5630.5,1000.0,19206.48,6206.48,47.74,314,212,91,11,41,4686.39,0,0,0,,0.0
mf40_ef15_mp1.25_ep17.5_cfd30,40,15,1.25,17.5,30,13000.0,11055.9,2.9117,2258.44,4319.19,12575.98,5630.5,1000.0,19206.48,6206.48,47.74,314,212,91,11,41,4686.39,0,0,0,,0.0
mf40_ef15_mp1.25_ep17.5_cfd35,40,15,1.25,17.5,35,13000.0,11055.9,2.9117,2258.44,4319.19,12575.98,5630.5,1000.0,19206.48,6206.48,47.74,314,212,91,11,41,4686.39,0,0,0,,0.0
mf40_ef15_mp1.25_ep17.5_cfd40,40,15,1.25,17.5,40,13000.0,11055.9,2.9117,2258.44,4319.19,12575.98,5630.5,1000.0,19206.48,6206.48,47.74,314,212,91,11,41,4686.39,0,0,0,,0.0
mf35_ef15_mp1.50_ep17.5_cfd35,35,15,1.5,17.5,35,13000.0,11008.15,2.922,2267.67,4319.19,12620.54,5576.7,1000.0,19197.24,6197.24,47.67,314,226,77,11,41,4584.85,0,0,0,,0.0
mf35_ef15_mp1.50_ep17.5_cfd40,35,15,1.5,17.5,40,13000.0,11008.15,2.922,2267.67,4319.19,12620.54,5576.7,1000.0,19197.24,6197.24,47.67,314,226,77,11,41,4584.85,0,0,0,,0.0
mf35_ef15_mp1.50_ep17.5_cfd25,35,15,1.5,17.5,25,13000.0,11008.15,2.922,2267.67,4319.19,12620.54,5576.7,1000.0,19197.24,6197.24,47.67,314,226,77,11,41,4584.85,0,0,0,,0.0
mf35_ef15_mp1.50_ep17.5_cfd30,35,15,1.5,17.5,30,13000.0,11008.15,2.922,2267.67,4319.19,12620.54,5576.7,1000.0,19197.24,6197.24,47.67,314,226,77,11,41,4584.85,0,0,0,,0.0
mf40_ef15_mp1.50_ep12.5_cfd25,40,15,1.5,12.5,25,13000.0,10887.48,2.8838,2249.54,4319.19,12455.86,5737.61,1000.0,19193.47,6193.47,47.64,314,212,91,11,41,4625.1,0,0,0,,0.0
mf40_ef15_mp1.50_ep12.5_cfd30,40,15,1.5,12.5,30,13000.0,10887.48,2.8838,2249.54,4319.19,12455.86,5737.61,1000.0,19193.47,6193.47,47.64,314,212,91,11,41,4625.1,0,0,0,,0.0
mf40_ef15_mp1.50_ep12.5_cfd35,40,15,1.5,12.5,35,13000.0,10887.48,2.8838,2249.54,4319.19,12455.86,5737.61,1000.0,19193.47,6193.47,47.64,314,212,91,11,41,4625.1,0,0,0,,0.0
mf40_ef15_mp1.50_ep12.5_cfd40,40,15,1.5,12.5,40,13000.0,10887.48,2.8838,2249.54,4319.19,12455.86,5737.61,1000.0,19193.47,6193.47,47.64,314,212,91,11,41,4625.1,0,0,0,,0.0
mf45_ef15_mp1.25_ep12.5_cfd35,45,15,1.25,12.5,35,13000.0,10936.28,2.901,2254.17,4319.19,12529.79,5657.18,1000.0,19186.97,6186.97,47.59,314,198,105,11,41,4593.46,0,0,0,,0.0
mf45_ef15_mp1.25_ep12.5_cfd30,45,15,1.25,12.5,30,13000.0,10936.28,2.901,2254.17,4319.19,12529.79,5657.18,1000.0,19186.97,6186.97,47.59,314,198,105,11,41,4593.46,0,0,0,,0.0
mf45_ef15_mp1.25_ep12.5_cfd40,45,15,1.25,12.5,40,13000.0,10936.28,2.901,2254.17,4319.19,12529.79,5657.18,1000.0,19186.97,6186.97,47.59,314,198,105,11,41,4593.46,0,0,0,,0.0
mf45_ef15_mp1.25_ep12.5_cfd25,45,15,1.25,12.5,25,13000.0,10936.28,2.901,2254.17,4319.19,12529.79,5657.18,1000.0,19186.97,6186.97,47.59,314,198,105,11,41,4593.46,0,0,0,,0.0
mf45_ef15_mp1.00_ep17.5_cfd25,45,15,1.0,17.5,25,13000.0,11030.65,2.9084,2259.09,4319.19,12561.84,5619.24,1000.0,19181.08,6181.08,47.55,314,198,105,11,41,4649.89,0,0,0,,0.0
mf45_ef15_mp1.00_ep17.5_cfd40,45,15,1.0,17.5,40,13000.0,11030.65,2.9084,2259.09,4319.19,12561.84,5619.24,1000.0,19181.08,6181.08,47.55,314,198,105,11,41,4649.89,0,0,0,,0.0
mf45_ef15_mp1.00_ep17.5_cfd35,45,15,1.0,17.5,35,13000.0,11030.65,2.9084,2259.09,4319.19,12561.84,5619.24,1000.0,19181.08,6181.08,47.55,314,198,105,11,41,4649.89,0,0,0,,0.0
mf45_ef15_mp1.00_ep17.5_cfd30,45,15,1.0,17.5,30,13000.0,11030.65,2.9084,2259.09,4319.19,12561.84,5619.24,1000.0,19181.08,6181.08,47.55,314,198,105,11,41,4649.89,0,0,0,,0.0
mf45_ef15_mp0.75_ep17.5_cfd20,45,15,0.75,17.5,20,13000.0,10537.45,2.7763,2246.87,4319.19,11991.21,5976.52,1208.6,19176.34,6176.34,47.51,314,198,105,11,41,4513.97,8,2,6,25.0,208.6
mf35_ef15_mp1.25_ep15.0_cfd20,35,15,1.25,15.0,20,13000.0,10397.44,2.7645,2248.19,4319.19,11940.5,6020.77,1208.6,19169.88,6169.88,47.46,314,226,77,11,41,4418.21,8,2,6,25.0,208.6
mf40_ef15_mp0.75_ep20.0_cfd20,40,15,0.75,20.0,20,13000.0,10552.7,2.7693,2248.98,4319.19,11961.13,5993.29,1208.6,19163.03,6163.03,47.41,314,212,91,11,41,4545.99,8,2,6,25.0,208.6
mf45_ef15_mp1.00_ep12.5_cfd20,45,15,1.0,12.5,20,13000.0,10414.7,2.7612,2243.18,4319.19,11926.29,6023.08,1208.6,19157.98,6157.98,47.37,314,198,105,11,41,4437.78,8,2,6,25.0,208.6
mf35_ef15_mp1.25_ep20.0_cfd30,35,15,1.25,20.0,30,13000.0,10964.38,2.8981,2269.11,4319.19,12517.43,5619.76,1000.0,19137.2,6137.2,47.21,314,226,77,11,41,4584.14,0,0,0,,0.0
mf40_ef15_mp1.00_ep15.0_cfd20,40,15,1.0,15.0,20,13000.0,10356.29,2.734,2238.88,4319.19,11808.52,6120.1,1208.6,19137.23,6137.23,47.21,314,212,91,11,41,4476.39,8,2,6,25.0,208.6
mf35_ef15_mp1.25_ep20.0_cfd25,35,15,1.25,20.0,25,13000.0,10964.38,2.8981,2269.11,4319.19,12517.43,5619.76,1000.0,19137.2,6137.2,47.21,314,226,77,11,41,4584.14,0,0,0,,0.0
mf35_ef15_mp1.25_ep20.0_cfd40,35,15,1.25,20.0,40,13000.0,10964.38,2.8981,2269.11,4319.19,12517.43,5619.76,1000.0,19137.2,6137.2,47.21,314,226,77,11,41,4584.14,0,0,0,,0.0
mf35_ef15_mp1.25_ep20.0_cfd35,35,15,1.25,20.0,35,13000.0,10964.38,2.8981,2269.11,4319.19,12517.43,5619.76,1000.0,19137.2,6137.2,47.21,314,226,77,11,41,4584.14,0,0,0,,0.0
mf35_ef15_mp1.00_ep17.5_cfd20,35,15,1.0,17.5,20,13000.0,10360.84,2.7424,2247.88,4319.19,11844.95,6068.58,1208.6,19122.13,6122.13,47.09,314,226,77,11,41,4429.42,8,2,6,25.0,208.6
mf40_ef15_mp1.00_ep20.0_cfd35,40,15,1.0,20.0,35,13000.0,10944.21,2.8735,2259.47,4319.19,12411.18,5709.85,1000.0,19121.03,6121.03,47.08,314,212,91,11,41,4654.06,0,0,0,,0.0
mf40_ef15_mp1.00_ep20.0_cfd30,40,15,1.0,20.0,30,13000.0,10944.21,2.8735,2259.47,4319.19,12411.18,5709.85,1000.0,19121.03,6121.03,47.08,314,212,91,11,41,4654.06,0,0,0,,0.0
mf40_ef15_mp1.00_ep20.0_cfd40,40,15,1.0,20.0,40,13000.0,10944.21,2.8735,2259.47,4319.19,12411.18,5709.85,1000.0,19121.03,6121.03,47.08,314,212,91,11,41,4654.06,0,0,0,,0.0
mf40_ef15_mp1.00_ep20.0_cfd25,40,15,1.0,20.0,25,13000.0,10944.21,2.8735,2259.47,4319.19,12411.18,5709.85,1000.0,19121.03,6121.03,47.08,314,212,91,11,41,4654.06,0,0,0,,0.0
mf40_ef15_mp1.25_ep15.0_cfd30,40,15,1.25,15.0,30,13000.0,10774.61,2.8453,2248.92,4319.19,12289.3,5825.97,1000.0,19115.27,6115.27,47.04,314,212,91,11,41,4600.58,0,0,0,,0.0
mf40_ef15_mp1.25_ep15.0_cfd35,40,15,1.25,15.0,35,13000.0,10774.61,2.8453,2248.92,4319.19,12289.3,5825.97,1000.0,19115.27,6115.27,47.04,314,212,91,11,41,4600.58,0,0,0,,0.0
mf40_ef15_mp1.25_ep15.0_cfd25,40,15,1.25,15.0,25,13000.0,10774.61,2.8453,2248.92,4319.19,12289.3,5825.97,1000.0,19115.27,6115.27,47.04,314,212,91,11,41,4600.58,0,0,0,,0.0
mf40_ef15_mp1.25_ep15.0_cfd40,40,15,1.25,15.0,40,13000.0,10774.61,2.8453,2248.92,4319.19,12289.3,5825.97,1000.0,19115.27,6115.27,47.04,314,212,91,11,41,4600.58,0,0,0,,0.0
mf35_ef15_mp1.50_ep15.0_cfd35,35,15,1.5,15.0,35,13000.0,10734.38,2.8578,2257.88,4319.19,12343.45,5769.36,1000.0,19112.81,6112.81,47.02,314,226,77,11,41,4503.73,0,0,0,,0.0
mf35_ef15_mp1.50_ep15.0_cfd40,35,15,1.5,15.0,40,13000.0,10734.38,2.8578,2257.88,4319.19,12343.45,5769.36,1000.0,19112.81,6112.81,47.02,314,226,77,11,41,4503.73,0,0,0,,0.0
mf35_ef15_mp1.50_ep15.0_cfd25,35,15,1.5,15.0,25,13000.0,10734.38,2.8578,2257.88,4319.19,12343.45,5769.36,1000.0,19112.81,6112.81,47.02,314,226,77,11,41,4503.73,0,0,0,,0.0
mf35_ef15_mp1.50_ep15.0_cfd30,35,15,1.5,15.0,30,13000.0,10734.38,2.8578,2257.88,4319.19,12343.45,5769.36,1000.0,19112.81,6112.81,47.02,314,226,77,11,41,4503.73,0,0,0,,0.0
mf35_ef15_mp1.50_ep10.0_cfd20,35,15,1.5,10.0,20,13000.0,10105.13,2.7081,2241.5,4319.19,11697.0,6178.17,1208.6,19083.78,6083.78,46.8,314,226,77,11,41,4283.3,8,2,6,25.0,208.6
mf45_ef15_mp1.00_ep15.0_cfd40,45,15,1.0,15.0,40,13000.0,10737.76,2.8388,2250.47,4319.19,12261.44,5816.94,1000.0,19078.38,6078.38,46.76,314,198,105,11,41,4554.7,0,0,0,,0.0
mf45_ef15_mp1.00_ep15.0_cfd30,45,15,1.0,15.0,30,13000.0,10737.76,2.8388,2250.47,4319.19,12261.44,5816.94,1000.0,19078.38,6078.38,46.76,314,198,105,11,41,4554.7,0,0,0,,0.0
mf45_ef15_mp1.00_ep15.0_cfd35,45,15,1.0,15.0,35,13000.0,10737.76,2.8388,2250.47,4319.19,12261.44,5816.94,1000.0,19078.38,6078.38,46.76,314,198,105,11,41,4554.7,0,0,0,,0.0
mf45_ef15_mp1.00_ep15.0_cfd25,45,15,1.0,15.0,25,13000.0,10737.76,2.8388,2250.47,4319.19,12261.44,5816.94,1000.0,19078.38,6078.38,46.76,314,198,105,11,41,4554.7,0,0,0,,0.0
mf40_ef15_mp1.50_ep10.0_cfd30,40,15,1.5,10.0,30,13000.0,10577.66,2.8101,2242.36,4319.19,12137.29,5935.35,1000.0,19072.64,6072.64,46.71,314,212,91,11,41,4513.01,0,0,0,,0.0
mf35_ef15_mp0.75_ep20.0_cfd20,35,15,0.75,20.0,20,13000.0,10325.71,2.7207,2248.23,4319.19,11751.01,6112.2,1208.6,19071.81,6071.81,46.71,314,226,77,11,41,4437.91,8,2,6,25.0,208.6
mf40_ef15_mp1.50_ep10.0_cfd25,40,15,1.5,10.0,25,13000.0,10577.66,2.8101,2242.36,4319.19,12137.29,5935.35,1000.0,19072.64,6072.64,46.71,314,212,91,11,41,4513.01,0,0,0,,0.0
mf40_ef15_mp1.50_ep10.0_cfd40,40,15,1.5,10.0,40,13000.0,10577.66,2.8101,2242.36,4319.19,12137.29,5935.35,1000.0,19072.64,6072.64,46.71,314,212,91,11,41,4513.01,0,0,0,,0.0
mf40_ef15_mp1.50_ep10.0_cfd35,40,15,1.5,10.0,35,13000.0,10577.66,2.8101,2242.36,4319.19,12137.29,5935.35,1000.0,19072.64,6072.64,46.71,314,212,91,11,41,4513.01,0,0,0,,0.0
mf40_ef15_mp1.25_ep10.0_cfd20,40,15,1.25,10.0,20,13000.0,10125.12,2.6895,2233.45,4319.19,11616.52,6241.67,1208.6,19066.79,6066.79,46.67,314,212,91,11,41,4366.79,8,2,6,25.0,208.6
mf45_ef15_mp0.75_ep20.0_cfd25,45,15,0.75,20.0,25,13000.0,10832.55,2.8464,2257.15,4319.19,12294.07,5770.25,1000.0,19064.32,6064.32,46.65,314,198,105,11,41,4602.8,0,0,0,,0.0
mf45_ef15_mp0.75_ep20.0_cfd40,45,15,0.75,20.0,40,13000.0,10832.55,2.8464,2257.15,4319.19,12294.07,5770.25,1000.0,19064.32,6064.32,46.65,314,198,105,11,41,4602.8,0,0,0,,0.0
mf45_ef15_mp0.75_ep20.0_cfd35,45,15,0.75,20.0,35,13000.0,10832.55,2.8464,2257.15,4319.19,12294.07,5770.25,1000.0,19064.32,6064.32,46.65,314,198,105,11,41,4602.8,0,0,0,,0.0
mf45_ef15_mp0.75_ep20.0_cfd30,45,15,0.75,20.0,30,13000.0,10832.55,2.8464,2257.15,4319.19,12294.07,5770.25,1000.0,19064.32,6064.32,46.65,314,198,105,11,41,4602.8,0,0,0,,0.0
mf40_ef15_mp0.75_ep17.5_cfd20,40,15,0.75,17.5,20,13000.0,10247.17,2.6965,2237.71,4319.19,11646.58,6208.07,1208.6,19063.26,6063.26,46.64,314,212,91,11,41,4455.25,8,2,6,25.0,208.6
mf35_ef15_mp1.25_ep17.5_cfd35,35,15,1.25,17.5,35,13000.0,10692.69,2.8344,2258.22,4319.19,12242.34,5816.91,1000.0,19059.25,6059.25,46.61,314,226,77,11,41,4509.6,0,0,0,,0.0
mf35_ef15_mp1.25_ep17.5_cfd25,35,15,1.25,17.5,25,13000.0,10692.69,2.8344,2258.22,4319.19,12242.34,5816.91,1000.0,19059.25,6059.25,46.61,314,226,77,11,41,4509.6,0,0,0,,0.0
mf35_ef15_mp1.25_ep17.5_cfd40,35,15,1.25,17.5,40,13000.0,10692.69,2.8344,2258.22,4319.19,12242.34,5816.91,1000.0,19059.25,6059.25,46.61,314,226,77,11,41,4509.6,0,0,0,,0.0
mf35_ef15_mp1.25_ep17.5_cfd30,35,15,1.25,17.5,30,13000.0,10692.69,2.8344,2258.22,4319.19,12242.34,5816.91,1000.0,19059.25,6059.25,46.61,314,226,77,11,41,4509.6,0,0,0,,0.0
mf45_ef15_mp0.75_ep15.0_cfd20,45,15,0.75,15.0,20,13000.0,10213.45,2.6984,2237.78,4319.19,11654.88,6191.0,1208.6,19054.48,6054.48,46.57,314,198,105,11,41,4404.46,8,2,6,25.0,208.6
mf45_ef15_mp1.25_ep10.0_cfd35,45,15,1.25,10.0,35,13000.0,10613.97,2.8237,2248.51,4319.19,12196.08,5855.44,1000.0,19051.52,6051.52,46.55,314,198,105,11,41,4469.41,0,0,0,,0.0
mf45_ef15_mp1.25_ep10.0_cfd25,45,15,1.25,10.0,25,13000.0,10613.97,2.8237,2248.51,4319.19,12196.08,5855.44,1000.0,19051.52,6051.52,46.55,314,198,105,11,41,4469.41,0,0,0,,0.0
mf45_ef15_mp1.25_ep10.0_cfd30,45,15,1.25,10.0,30,13000.0,10613.97,2.8237,2248.51,4319.19,12196.08,5855.44,1000.0,19051.52,6051.52,46.55,314,198,105,11,41,4469.41,0,0,0,,0.0
